Make,Model,Buyer Gender,Buyer Age,Country,City,Color,New Car,Purchase Date,Sale Price,Resell Price,5-yr Depreciation,Top Speed,0-60 Time
Mercedes-Benz,500E,Female,37,Azerbaijan,Quba,Blue,TRUE,05/10/2006,43553.83,36445.39,0.02,165.6,9.3
Honda,Fit,Female,62,Belarus,Zaslawye,Mauv,TRUE,03/01/2002,37324.95,19043.09,0.17,244.5,13.9
Porsche,911,Female,63,France,Mulhouse,Yellow,TRUE,09/11/2015,18665.55,6153.28,0.05,193.3,13.6
Dodge,Caravan,Female,31,Poland,Wysoka,Teal,TRUE,25/10/2017,64324.14,17162.99,0.04,131.9,4.5
Honda,Accord,Male,53,Thailand,Khlong Luang,Orange,FALSE,08/09/2012,14657.04,32180.26,0.03,192.2,10.7
Mitsubishi,GTO,Female,39,Czech Republic,Ústí nad Labem,Goldenrod,TRUE,24/10/2004,43731.48,7008.45,0.03,246.1,2.4
Kia,Sorento,Male,74,Bolivia,San Ignacio de Velasco,Teal,TRUE,15/08/2011,51276.27,37523.47,0.08,234.2,4.9
Buick,Lucerne,Female,46,China,Peicheng,Yellow,TRUE,04/09/2020,98784.23,39964.19,0.09,120.2,7.2
Suzuki,XL-7,Male,72,China,Shuiying,Fuscia,TRUE,22/01/2004,28167.12,35521.19,0.2,156.9,13
Ford,Escape,Female,62,Slovenia,Trnovska Vas,Red,FALSE,08/06/2016,92456.99,24380.15,0.07,137.7,3.6
Mazda,RX-7,Male,50,Morocco,Fifi,Goldenrod,TRUE,02/06/2011,49980.83,49616.54,0.17,192.6,2.7
Dodge,Ram 3500 Club,Male,43,Ecuador,Quito,Puce,FALSE,04/05/2012,10679.58,5531.67,0.21,149.9,9.4
Nissan,Pathfinder Armada,Male,59,Syria,Al Khushnīyah,Orange,TRUE,20/12/2005,80735.52,10750.15,0.2,134.3,6.2
Chrysler,Sebring,Male,42,Norway,Elverum,Mauv,TRUE,19/01/2019,58757.53,31785.43,0.04,174.9,5.6
Nissan,300ZX,Male,28,Cuba,Cárdenas,Mauv,TRUE,17/02/2020,47876.71,10359.55,0.11,208.6,8.4
BMW,X5,Female,68,Sweden,Hörby,Green,FALSE,04/10/2002,65784,10762.75,0.18,130.3,5.7
Maybach,Landaulet,Female,56,Greece,Kallithéa,Yellow,TRUE,04/04/2014,98193.48,12636.7,0.02,243.5,12.4
Toyota,Sequoia,Male,27,Peru,Tarata,Khaki,TRUE,30/11/2012,86393.8,22767.48,0.05,235.1,7.5
Dodge,Grand Caravan,Female,28,Russia,Shirokaya Rechka,Turquoise,FALSE,12/10/2014,69168.82,2961.46,0.1,231.6,3.8
Geo,Prizm,Female,58,Peru,Huangascar,Teal,FALSE,13/06/2013,63290.72,33172.06,0.08,192.5,4
Dodge,D350,Male,70,Japan,Ōme,Aquamarine,FALSE,11/01/2014,29319.41,19969.43,0.16,186,14.6
Mazda,MPV,Male,49,Malaysia,Ipoh,Crimson,FALSE,27/01/2020,11166.67,39526.29,0.13,229.9,10.6
Dodge,Ram Van B250,Male,33,Philippines,Tigpalay,Khaki,FALSE,24/03/2012,39426.45,2832.6,0.05,120.4,10
Plymouth,Breeze,Female,55,Indonesia,Adiwerna,Orange,FALSE,20/10/2014,77699.94,31212.22,0.13,203.8,9.3
Volkswagen,Fox,Female,51,Philippines,Iraray,Turquoise,TRUE,31/03/2009,40171.8,21498.74,0.1,195.5,6.3
Dodge,Ram,Female,61,China,Wudabao,Goldenrod,FALSE,11/07/2019,15254.36,18932.64,0.07,217.1,3.3
BMW,X5,Female,21,Honduras,Concordia,Mauv,FALSE,13/10/2011,53058.47,44312.95,0.13,215,6.5
Suzuki,SX4,Male,23,Philippines,Pangascasan,Violet,FALSE,06/03/2003,91781.21,32227.96,0.11,189.5,10.4
Mazda,B-Series Plus,Female,54,Mozambique,Quelimane,Aquamarine,TRUE,29/06/2014,70458.9,4289.95,0.02,155.5,12.3
Mitsubishi,Challenger,Female,59,France,Valence,Puce,TRUE,29/12/2002,18469.97,11777.61,0.1,131.1,4.7
Mazda,Protege,Male,22,Armenia,Meghrashen,Yellow,TRUE,18/02/2013,45684.62,14943.48,0.06,191.1,4
Hyundai,Azera,Male,28,France,Nantes,Mauv,TRUE,12/03/2018,58970.38,39027.57,0.2,175.7,10.9
Audi,Quattro,Female,47,Montenegro,Šavnik,Teal,TRUE,25/06/2009,94483.6,12715.62,0.03,172.6,7.8
Mitsubishi,Montero,Male,56,Poland,Kaniów,Fuscia,FALSE,28/12/2010,77209.89,32955.85,0.02,179.3,11
Volvo,S40,Male,60,Uzbekistan,Quva,Fuscia,FALSE,18/07/2015,54164.57,18150.34,0.18,135.3,11.9
Cadillac,CTS-V,Male,54,China,Changyi,Blue,FALSE,03/03/2004,21467.35,10755.63,0.16,223.8,12.2
Infiniti,QX,Male,54,Portugal,Silgueiros,Yellow,FALSE,10/06/2014,38321.1,30665.36,0.05,183.3,6
Chevrolet,Silverado 1500,Female,27,Sudan,Rabak,Orange,TRUE,17/01/2005,14662.41,18372.06,0.17,243.7,10.8
Chevrolet,Lumina,Female,35,Peru,Zapatero,Red,FALSE,10/08/2014,98129.21,31200.9,0.21,191.6,11.4
GMC,Savana 1500,Male,22,Democratic Republic of the Congo,Bongandanga,Red,TRUE,03/06/2011,88952.19,25298.55,0.22,221.4,3
Dodge,Grand Caravan,Male,51,Brazil,Vitória de Santo Antão,Mauv,TRUE,14/06/2016,43347.24,46263.83,0.2,196.7,2.3
Suzuki,Forenza,Female,41,Croatia,Brijest,Green,TRUE,27/05/2003,89005.68,46820.28,0.2,213.7,5.1
BMW,Z8,Male,31,Finland,Alavieska,Blue,TRUE,31/10/2007,83799.81,22127.29,0.24,206.9,7.4
Ford,Bronco II,Male,64,Yemen,Az̧ Z̧alī‘ah,Teal,FALSE,14/03/2014,69690.47,5906.74,0.13,205.9,6.3
Dodge,Charger,Male,65,Indonesia,Angkahgede,Turquoise,FALSE,08/06/2013,52715.48,44814.44,0.06,121.3,7.1
Acura,CL,Male,41,Poland,Poddębice,Turquoise,TRUE,06/06/2018,77963.78,24977.56,0.18,185.5,12.3
Buick,Regal,Male,25,Lithuania,Jieznas,Turquoise,FALSE,26/07/2007,91327.53,4697.25,0.16,198.9,5.7
Lexus,ES,Male,54,Bangladesh,Jessore,Teal,TRUE,04/10/2019,59743.69,8569.32,0.06,202.9,5.3
Chevrolet,Prizm,Male,60,Japan,Ibusuki,Mauv,FALSE,21/12/2006,42788.35,39192.1,0.16,185.4,3.1
Buick,Roadmaster,Male,58,Russia,Neftegorsk,Crimson,TRUE,12/03/2018,72484.44,26123.5,0.22,189.9,13.2
Mercedes-Benz,M-Class,Male,45,United States,Grand Rapids,Pink,TRUE,29/04/2008,48349.03,5571.99,0.25,155.4,10
Hummer,H1,Male,56,Finland,Tuusniemi,Red,TRUE,21/07/2020,71269.9,32298.75,0.22,141.9,9.5
Mazda,Mazda5,Male,21,Japan,Sukagawa,Pink,FALSE,28/03/2013,90285.77,30555.15,0.19,129.7,13.2
Chevrolet,Malibu,Male,41,Indonesia,Pali,Pink,TRUE,21/01/2016,84111.15,35704.03,0.03,167.9,10.3
Pontiac,Grand Am,Male,62,Poland,Kampinos,Maroon,TRUE,01/05/2020,32783.36,38927.97,0.11,153.5,12.1
Lexus,ES,Female,33,China,Fengshan,Puce,TRUE,23/06/2010,25116.52,33724.21,0.1,183.2,2.9
Ford,Crown Victoria,Female,25,Czech Republic,Ostravice,Violet,FALSE,10/02/2016,14342.63,2053.52,0.17,126.1,10.4
Mazda,MX-5,Female,30,Japan,Obita,Yellow,TRUE,26/10/2002,60622,2265.81,0.1,239.8,4.7
Chevrolet,Camaro,Female,63,China,Sancha,Maroon,TRUE,13/06/2017,15671.03,26033.46,0.13,248.7,2.2
Toyota,Tercel,Male,42,Venezuela,Soledad,Red,TRUE,19/05/2004,99217.85,42425.01,0.13,127.5,6
Acura,Integra,Male,35,France,Marseille,Pink,FALSE,26/08/2012,44098.29,3221.68,0.11,246.1,2.2
Scion,xA,Male,73,China,Qiling,Crimson,FALSE,26/02/2004,64840.92,13494.86,0.22,181.5,14
Dodge,Ram Van 1500,Male,44,China,Tushi,Goldenrod,TRUE,18/06/2007,79190.45,25639.03,0.13,249.4,14.4
Nissan,Armada,Male,26,Poland,Oksa,Indigo,TRUE,28/10/2015,56802.64,23295.6,0.21,223.6,2.5
Chrysler,300M,Female,36,Philippines,Bobonan,Crimson,TRUE,29/10/2010,30640.65,11826.79,0.11,231.2,12.7
Saturn,Ion,Male,64,Indonesia,Parlilitan,Indigo,TRUE,26/01/2005,20118.06,15521.59,0.25,186.4,13
Ford,Thunderbird,Male,41,Portugal,Torrão,Red,TRUE,20/01/2010,20212.53,38315.28,0.14,175.7,5.9
Mitsubishi,Diamante,Male,26,Colombia,Cerrito,Crimson,FALSE,16/06/2017,30040.63,3782,0.2,239.9,13.3
Volkswagen,Type 2,Male,33,China,Xiyang,Violet,TRUE,28/05/2020,80455.34,49012.12,0.02,131,7.3
Ford,Mustang,Female,31,Malaysia,Butterworth,Goldenrod,FALSE,28/11/2017,70960.89,30094.64,0.03,208.4,4.6
Ford,LTD Crown Victoria,Male,37,Portugal,Lameiro,Turquoise,FALSE,30/05/2018,43646.17,34984.02,0.19,208.5,7
Chevrolet,Express 1500,Male,54,Belarus,Lahoysk,Turquoise,TRUE,11/02/2019,23580.7,27171.44,0.17,139.5,9.9
Toyota,FJ Cruiser,Female,23,France,Vénissieux,Khaki,TRUE,20/01/2017,14617.99,28941.06,0.22,220.9,6.6
Kia,Sephia,Male,74,China,Quanxi,Orange,FALSE,17/08/2017,47624.58,32824.79,0.04,210.2,5
Jeep,Cherokee,Male,40,Pakistan,Bhopālwāla,Puce,TRUE,23/11/2004,14311.06,46723.55,0.04,196.5,13.9
Chevrolet,Corvette,Female,62,Cameroon,Fundong,Fuscia,TRUE,04/11/2011,21823.36,31072.19,0.09,147,10.4
Ford,Country,Male,64,Brazil,Juru,Goldenrod,TRUE,22/01/2002,40086.3,8398.21,0.13,203.5,10
Ford,GT500,Male,51,Nigeria,Yuli,Crimson,FALSE,04/10/2016,89962.42,25995.2,0.04,224.6,9.6
Nissan,Pathfinder,Female,73,Ukraine,Chervonoarmiys’k,Indigo,TRUE,16/02/2010,79396.08,25804.14,0.14,198,7.9
Ford,Edge,Female,65,Russia,Suslonger,Violet,TRUE,17/04/2006,86579.08,31856.66,0.17,179,4.6
BMW,3 Series,Female,42,Bolivia,Yumani,Orange,TRUE,13/12/2011,89842.35,38237.99,0.01,181.1,13.7
Mazda,929,Male,27,Ukraine,Luzhany,Turquoise,TRUE,17/01/2002,34381.72,47224.41,0.07,147.9,13
Chevrolet,Beretta,Female,68,Finland,Länsi-Turunmaa,Blue,FALSE,18/05/2016,35643.76,41113.32,0.1,129.6,3.7
Ford,Aerostar,Male,51,China,Gaoyi,Khaki,TRUE,28/06/2018,37162.82,11151.55,0.15,133.1,2.5
Nissan,Altima,Female,52,Peru,Chapimarca,Turquoise,FALSE,22/12/2004,96644.07,12726.31,0.23,210,7.1
Pontiac,Firebird Trans Am,Male,72,Japan,Inuyama,Crimson,FALSE,27/09/2012,40142.34,31259.04,0.03,157.1,10
Lincoln,Town Car,Male,47,Brazil,São João Nepomuceno,Red,TRUE,17/06/2016,56524.26,43284.54,0.03,226.2,13.5
Nissan,Xterra,Female,75,Indonesia,Blawi,Goldenrod,TRUE,23/11/2018,73382.92,40163.31,0.03,230.5,3.6
BMW,5 Series,Male,37,Russia,Khanino,Goldenrod,TRUE,08/07/2011,25933.43,31740.78,0.13,156.6,3.6
Volvo,V40,Male,30,Greece,Marathókampos,Violet,TRUE,26/04/2013,74250.19,9001.95,0.17,123.1,3.5
Mercedes-Benz,E-Class,Female,73,Russia,Murom,Yellow,TRUE,27/05/2002,90262.17,8851.47,0.22,161,3.5
Ford,Expedition,Male,70,Poland,Besko,Purple,FALSE,23/11/2007,31833.24,30446.82,0.09,152.1,10.6
Cadillac,XLR-V,Male,48,South Sudan,Bentiu,Maroon,TRUE,26/09/2007,43840.64,44095.61,0.23,225.3,6.4
Audi,A6,Male,39,China,Mengdadazhuang,Yellow,TRUE,14/07/2011,26472.71,25328.21,0.11,159.8,2.7
GMC,Rally Wagon G2500,Female,42,Brazil,Itupiranga,Turquoise,FALSE,07/05/2015,14671.64,19642.07,0.22,171.6,8.9
Audi,R8,Male,22,Indonesia,Seren Barat,Maroon,TRUE,08/02/2012,89392.39,20741.75,0.05,234.9,2.3
Audi,A5,Male,47,Bosnia and Herzegovina,Gračanica,Pink,FALSE,21/03/2019,60636.26,16131.31,0.18,219.3,14
Lincoln,Navigator L,Female,30,Japan,Funabashi,Puce,TRUE,29/01/2013,25795.84,9053.82,0.1,237.5,11.6
Suzuki,Swift,Female,71,Lithuania,Pasvalys,Aquamarine,FALSE,06/05/2007,20562.26,10661.06,0.05,247.7,11.2
Mitsubishi,Chariot,Male,41,Indonesia,Lhoknga,Turquoise,TRUE,26/12/2007,97521,13453.93,0.08,187.7,8.2
Audi,A6,Female,40,Poland,Połajewo,Turquoise,FALSE,15/04/2020,79269.52,20205.57,0.05,204.3,13.5
Chevrolet,Beretta,Female,41,Poland,Niedźwiada,Pink,FALSE,10/05/2019,19078.74,49661.44,0.13,170.7,13.2
Suzuki,Daewoo Lacetti,Male,54,Indonesia,Pragen Selatan,Pink,TRUE,13/11/2008,38910.53,45516.83,0.18,136.2,10.1
GMC,Yukon XL,Male,62,Sweden,Dalsjöfors,Indigo,TRUE,31/07/2005,53583.65,22327.34,0.15,134.5,14.7
Chevrolet,Cavalier,Female,24,Finland,Outokumpu,Pink,FALSE,13/09/2004,73014.64,28539.65,0.25,195.1,12.6
Mercedes-Benz,M-Class,Female,71,United States,Pittsburgh,Green,FALSE,07/01/2010,65141.95,8541.73,0.19,182,12.3
Oldsmobile,LSS,Female,42,Portugal,Oliveira do Conde,Goldenrod,TRUE,30/09/2008,58916.83,23667.9,0.14,229.2,7.3
Mazda,Miata MX-5,Female,32,Peru,Saño,Green,FALSE,07/04/2012,27962.93,34602.51,0.01,125.9,4
Jaguar,S-Type,Female,28,Slovenia,Piran,Khaki,TRUE,03/03/2005,94678.65,2942.96,0.15,166.1,6.3
Porsche,911,Male,74,Philippines,Oton,Orange,FALSE,14/08/2018,42713.83,18405.16,0.14,213.4,2.4
Hyundai,Santa Fe,Male,73,Poland,Głuchów,Aquamarine,FALSE,30/12/2010,10713.36,33410.11,0.14,180.8,8.9
Volvo,940,Female,39,Namibia,Karibib,Pink,TRUE,31/07/2016,15412.42,27995.73,0.2,185.5,8.4
Mitsubishi,Chariot,Female,40,Netherlands,Middelburg,Mauv,FALSE,01/04/2010,83177.71,36983.82,0.03,205.2,14
Dodge,Dakota Club,Male,71,Netherlands,Dordrecht,Puce,TRUE,27/11/2020,48914.96,16324.48,0.06,197.2,7.3
Honda,Accord,Male,24,Laos,Thatèng,Goldenrod,FALSE,25/05/2009,60573.62,18788.69,0.17,164.5,6.8
Mazda,B-Series,Male,25,China,Puqian,Orange,TRUE,08/07/2018,22817.73,13990.09,0.08,158.4,7.6
Spyker,C8 Spyder Wide Body,Male,60,Kosovo,Mamuša,Turquoise,TRUE,18/06/2004,77751.13,25183.34,0.16,166.6,12.2
Mitsubishi,RVR,Female,48,China,Xiguantun Muguzu Manzuxiang,Khaki,TRUE,30/03/2005,70334.23,12616.83,0.04,199.1,10
GMC,Suburban 2500,Male,34,Russia,Svetlyy,Aquamarine,FALSE,27/10/2012,71775.05,40309.8,0.17,171.8,8.1
Subaru,Justy,Male,50,Czech Republic,Bludov,Indigo,TRUE,02/03/2009,77257.01,32994.44,0.23,228.9,3.4
Daewoo,Lanos,Male,38,Bolivia,Cliza,Fuscia,TRUE,06/02/2002,35730.37,29570.74,0.25,201.2,11.4
Chevrolet,G-Series 1500,Male,59,East Timor,Maubara,Teal,FALSE,16/03/2019,89319.06,49008.93,0.05,201.1,10.8
Nissan,GT-R,Female,25,Mexico,Hidalgo,Red,TRUE,22/01/2007,24667.09,27686.38,0.01,199.7,10.6
Oldsmobile,Intrigue,Male,48,Netherlands,Groningen,Maroon,FALSE,05/01/2008,98009.82,30641.42,0.15,174.3,6
GMC,Jimmy,Male,33,Portugal,Calvos,Pink,FALSE,26/05/2016,37352.62,45054.59,0.11,224.8,10.4
BMW,M3,Female,45,Afghanistan,Lashkar Gāh,Mauv,TRUE,07/04/2015,22214.32,25465.53,0.11,148.9,8.7
Mercedes-Benz,E-Class,Male,23,South Korea,Santyoku,Aquamarine,FALSE,27/09/2019,52112.99,21056.27,0.16,195.4,13.4
BMW,X6 M,Female,20,Dominican Republic,Cambita Garabitos,Crimson,FALSE,09/07/2007,45664.22,8914.4,0.15,130.3,6.2
Toyota,Supra,Female,30,Armenia,Dvin,Yellow,TRUE,12/03/2009,18753.35,18979.42,0.08,135.3,10.8
Chevrolet,Camaro,Male,37,South Africa,Cradock,Yellow,TRUE,12/09/2010,54050.8,49132.02,0.11,168.6,11.8
Cadillac,SRX,Male,21,Qatar,Umm Sa‘īd,Violet,TRUE,13/01/2003,12506.33,4665.19,0.21,212.4,7
Oldsmobile,Bravada,Female,68,China,Anzihao,Violet,FALSE,30/04/2014,95069.89,11202.05,0.07,230.1,8.3
Nissan,Murano,Female,58,Yemen,Aş Şafaqayn,Mauv,TRUE,18/05/2010,75607.47,30235.88,0.04,177.9,12.2
BMW,X3,Female,38,South Africa,Randfontein,Green,FALSE,16/06/2012,86416.51,32456.52,0.02,145.4,12.7
Mazda,626,Female,32,Bangladesh,Chittagong,Red,FALSE,10/10/2016,17381.71,30433.46,0.08,198.3,2.8
Aston Martin,Rapide,Male,37,Peru,Asquipata,Crimson,TRUE,24/01/2010,59659.58,22795.6,0.15,193.4,3.2
Nissan,Pathfinder,Female,48,Indonesia,Babakan Baru,Goldenrod,FALSE,23/07/2004,19296.68,24521.14,0.15,163.8,7.5
Toyota,Corolla,Male,75,China,Wan’an,Turquoise,FALSE,20/10/2020,62637.25,46356.18,0.04,242.1,5.1
Chevrolet,Suburban 2500,Male,30,China,Xianan,Orange,FALSE,06/12/2017,49464.68,48772.18,0.09,175.3,14.6
Chevrolet,Silverado 2500,Female,26,Indonesia,Lela,Violet,FALSE,15/04/2011,80222.37,25314.92,0.14,156.4,3.8
Porsche,Panamera,Female,29,China,Yanwang,Teal,FALSE,20/04/2019,67326.51,12539.38,0.17,247.7,3.5
Ford,E-Series,Female,61,Russia,Nar'yan-Mar,Teal,TRUE,13/02/2006,65781.14,15594.16,0.12,174,3.4
Acura,NSX,Male,27,Indonesia,Lhokkruet,Aquamarine,FALSE,08/11/2002,65007.79,41539.96,0.21,144.1,8.5
BMW,Z4,Female,45,Russia,Ivot,Turquoise,FALSE,11/04/2019,29971.86,10447.05,0.08,176.7,5.2
Lotus,Evora,Female,68,China,Guzhan,Violet,FALSE,05/05/2018,85380.91,14245.25,0.04,231.5,2.6
Bentley,Azure,Female,29,Syria,Yabrūd,Aquamarine,FALSE,29/08/2002,17252.75,11552.53,0.13,152,12.5
Mazda,MX-3,Male,40,Azerbaijan,Şirvan,Maroon,FALSE,30/10/2019,52074.04,22516.03,0.24,205,14.9
Lexus,SC,Female,49,Iran,pamas,Turquoise,FALSE,15/11/2016,17016.88,49395.38,0.12,183.4,12.6
Acura,Integra,Female,68,Pakistan,Malakand,Yellow,FALSE,19/05/2015,54613.03,30402.37,0.13,225.3,9.6
Maybach,62,Male,57,Indonesia,Singgit,Blue,TRUE,12/01/2015,99850.75,15048.67,0.22,249.4,11
Plymouth,Laser,Female,50,Nigeria,Patani,Pink,FALSE,18/06/2004,44219.63,22743.43,0.23,190.8,13.2
Mercury,Topaz,Male,53,Thailand,Mukdahan,Khaki,FALSE,14/01/2016,28004.5,36727.7,0.08,172.5,7.7
Ford,Transit Connect,Male,46,Panama,El Coco,Mauv,TRUE,03/02/2012,13233.68,22473.55,0.11,150.2,7.3
BMW,530,Male,60,Armenia,Spitak,Pink,FALSE,30/12/2014,65931.48,33651.03,0.07,235.9,5.8
GMC,Sierra 2500,Female,38,China,Ankou,Khaki,FALSE,15/02/2009,78154.31,6834.48,0.14,182.4,8.9
Ram,Dakota,Male,68,Philippines,Batu,Crimson,TRUE,04/03/2003,90187.18,4577.95,0.17,213.4,12.4
Mercury,Grand Marquis,Female,46,China,Songying,Goldenrod,TRUE,05/12/2011,98768.75,27020.71,0.15,204.2,6.4
Hyundai,XG350,Male,39,Brazil,Pôsto Fiscal Rolim de Moura,Indigo,FALSE,17/07/2013,38015.55,47417.45,0.18,249.2,2.8
Nissan,Armada,Female,26,Russia,Sernovodsk,Green,FALSE,20/05/2010,89252.3,17482.58,0.01,148.5,3.5
Cadillac,SRX,Female,61,Norway,Oslo,Orange,TRUE,29/03/2008,70183.91,29326.15,0.06,206.1,13.1
Maserati,Spyder,Female,73,Russia,Moscow,Purple,TRUE,02/10/2004,95912.58,10179.11,0.08,151.3,4.6
Mercedes-Benz,S-Class,Female,41,Bosnia and Herzegovina,Solina,Maroon,TRUE,15/02/2010,21979.04,40319.33,0.16,141.2,12.5
BMW,600,Male,52,Indonesia,Basen,Crimson,FALSE,14/09/2003,90295.2,32989.68,0.1,124.5,4.6
Honda,Accord,Male,56,Burkina Faso,Kombissiri,Turquoise,TRUE,14/04/2020,86660.2,47446.36,0.11,237.9,7.3
Chrysler,Concorde,Male,67,Uzbekistan,Shofirkon,Puce,TRUE,28/10/2004,11592.81,19088.78,0.2,190,3.7
Pontiac,Sunbird,Male,41,Brazil,Jacareí,Khaki,FALSE,22/08/2013,75695.88,24850.48,0.16,153.8,10.9
Ford,Mustang,Male,33,Nigeria,Lokoja,Puce,FALSE,23/02/2011,99637.04,3857.55,0.17,212.3,13
Chevrolet,Express 2500,Female,47,China,Jiatou,Violet,FALSE,06/10/2019,79031.41,10349.37,0.23,208.1,6.5
Mitsubishi,Raider,Male,27,Philippines,Tapilon,Orange,FALSE,15/06/2007,99420.72,18203.19,0.02,188.8,6
BMW,M3,Male,54,China,Dapo,Mauv,TRUE,23/12/2013,37547.07,27844.99,0.1,126.8,8.4
Toyota,4Runner,Female,60,Indonesia,Oof,Green,FALSE,21/10/2012,26396.35,48203.95,0.2,164,9.6
Lincoln,Aviator,Female,72,Greece,Khiliomódhi,Khaki,FALSE,29/07/2020,80127.86,2799.67,0.05,151.5,7.7
Mercury,Marauder,Female,31,China,Xintun,Green,TRUE,14/04/2015,79513.76,14869.25,0.05,173.2,2.5
Ford,Aspire,Male,39,Brazil,Camanducaia,Purple,FALSE,12/08/2017,43573.31,49250.26,0.24,193.1,11.1
Kia,Rondo,Female,53,Panama,Tonosí,Blue,TRUE,13/02/2019,92042.07,29476.97,0.24,191.5,14.4
Mazda,323,Female,46,Philippines,Talospatang,Goldenrod,FALSE,23/11/2019,10804.31,24952.23,0.22,126.5,6.4
Kia,Rio,Male,72,Venezuela,San José de Barlovento,Khaki,TRUE,11/12/2010,27482,3723.89,0.16,207.7,13.9
Mercedes-Benz,G-Class,Female,72,Portugal,Conceição da Abóboda,Puce,TRUE,25/02/2010,96903.61,42035.57,0.25,214.1,10
Aston Martin,DB9,Male,39,France,Arras,Green,FALSE,25/11/2009,59700.93,17480.2,0.18,160.9,10.8
Mazda,MX-5,Female,32,Nigeria,Pindiga,Orange,FALSE,29/04/2009,38592.19,38799.31,0.12,162.7,11.7
Subaru,Tribeca,Male,30,Japan,Shiroishi,Maroon,FALSE,22/11/2007,33078.29,46154.23,0.02,135.1,7.4
Chevrolet,Suburban 1500,Female,32,Venezuela,El Pao,Indigo,TRUE,17/10/2005,50724.83,17058.47,0.05,152.6,11.1
Suzuki,Grand Vitara,Male,51,Vietnam,Thị Trấn Thọ Xuân,Fuscia,TRUE,17/05/2002,27956.09,45223.21,0.21,212.8,12.9
Ford,LTD,Male,34,Indonesia,Urung,Crimson,TRUE,17/08/2019,78589.87,10071.06,0.22,195.7,13.2
BMW,M5,Female,52,Poland,Wysoka,Maroon,FALSE,04/05/2006,22693.14,7000.38,0.18,150,9.6
Ford,Freestar,Male,24,Russia,Balakhninskiy,Orange,FALSE,07/03/2010,45325.67,41968.58,0.25,142.9,3.1
Plymouth,Voyager,Female,37,Turkmenistan,Farap,Teal,TRUE,16/02/2011,89466.14,16224.92,0.23,177.9,8
Cadillac,Catera,Female,20,France,Strasbourg,Teal,FALSE,29/08/2002,14454.7,22263.33,0.13,146,10.1
Maserati,Quattroporte,Female,61,Canada,Bonavista,Turquoise,FALSE,30/06/2007,77288.97,47867.73,0.2,161.2,12.6
Dodge,Ram 1500,Male,27,China,Xiangshan,Teal,TRUE,18/11/2015,12730.68,48123.74,0.03,132.9,6
Ford,Thunderbird,Female,25,Indonesia,Lebak,Fuscia,TRUE,26/10/2015,46659.31,15876.68,0.11,194.5,2.5
GMC,Canyon,Male,22,United Kingdom,Newbiggin,Maroon,TRUE,07/04/2002,37779.86,15022.86,0.03,234.3,6.7
BMW,M5,Female,34,China,Jincun,Teal,TRUE,27/12/2006,91716.07,19203.15,0.2,245.1,2.7
Saab,9000,Female,61,Indonesia,Barat,Purple,TRUE,23/02/2010,10365.5,25464.67,0.03,225.6,10
Lamborghini,Diablo,Male,21,United States,Seattle,Mauv,FALSE,07/10/2014,99133.43,2918.83,0.07,123.7,7.5
Lamborghini,Reventón,Female,24,Burkina Faso,Dédougou,Goldenrod,FALSE,20/02/2012,99723.26,34140.42,0.07,194.1,8.9
Toyota,4Runner,Male,23,China,Nanyang,Violet,FALSE,26/02/2011,15309.47,2438.4,0.17,156.5,14.4
Lexus,ES,Male,55,China,Beizi,Indigo,FALSE,31/03/2014,67954.32,16600.18,0.18,158.2,9.7
BMW,Z8,Female,47,China,Zhongfan,Aquamarine,FALSE,02/12/2010,60883.62,30628.98,0.25,207.2,3.9
Lexus,SC,Female,37,Russia,Svetlograd,Blue,TRUE,08/10/2002,18316.68,34379.45,0.05,231,7.4
Ford,Ranger,Female,65,China,Huangdi,Maroon,TRUE,17/03/2015,89082.98,12947.41,0.2,229.1,3.9
Mercedes-Benz,E-Class,Female,67,Indonesia,Sriwing,Puce,FALSE,29/01/2014,34991.78,14258.5,0.13,127.9,4.9
Volkswagen,GTI,Male,72,China,Hairag,Teal,TRUE,30/09/2017,39301.65,27593.74,0.06,141.8,3.7
Mitsubishi,Mirage,Male,27,Indonesia,Citampian,Yellow,TRUE,03/01/2013,93244.49,8498.35,0.04,145.6,4
Hummer,H2,Male,64,China,Longwantun,Teal,FALSE,14/09/2013,88552.37,19399.94,0.14,189.3,6.9
Suzuki,Grand Vitara,Female,67,China,Muye,Fuscia,FALSE,08/06/2002,70113.24,42009.03,0.08,244,5
Dodge,Ram 1500,Female,22,Belarus,Hrodna,Teal,TRUE,19/04/2002,38147.7,37165.33,0.08,142.9,11.5
Toyota,Corolla,Female,32,Colombia,Junín,Turquoise,FALSE,05/09/2013,47417.03,34828.86,0.17,196.2,4
Subaru,Loyale,Female,60,Cuba,Jimaguayú,Turquoise,TRUE,19/12/2017,80297.95,31157.95,0.24,220.4,9.6
Pontiac,LeMans,Female,20,Mexico,Venustiano Carranza,Orange,FALSE,24/02/2014,75338.85,10129.12,0.1,125.7,9.6
Mazda,Tribute,Male,74,Indonesia,Bobojong,Maroon,TRUE,07/04/2008,74253.85,24449.23,0.05,178.6,13.5
Mitsubishi,Montero,Female,24,Serbia,Čortanovci,Pink,FALSE,11/10/2011,86773.31,40026.97,0.09,220.2,13.6
Ford,F250,Female,40,Indonesia,Bangus Kulon,Orange,TRUE,25/10/2005,65525.28,40635.95,0.04,180.6,5.2
Mercedes-Benz,W201,Female,38,Mexico,Progreso,Orange,TRUE,04/11/2008,49389.15,35722.64,0.03,228.1,7.7
